time;X_value;Y_value;Z_value
9,9391;0,93137;-7,1948;0,27774
9,9408;0,96729;-7,19001;0,45252
9,9427;0,98644;-7,18282;0,54829
9,9446;1,01757;-7,18522;0,76377
9,9465;1,01517;-7,19958;0,838
9,9528;1,12531;-7,26184;1,01278
9,9529;1,16122;-7,27141;1,07982
9,953;1,16122;-7,27141;1,07982
9,9543;1,22108;-7,2786;1,23305
9,9564;1,25221;-7,27141;1,40305
9,9585;1,26418;-7,27381;1,51797
9,96;1,32882;-7,27381;1,79331
9,9623;1,35995;-7,28338;1,9226
9,9645;1,37192;-7,25465;2,11654
9,9663;1,27854;-7,17804;2,1764
9,9731;1,69994;-7,15409;2,02077
9,9732;1,69994;-7,15409;2,02077
9,9732;1,77895;-7,16846;1,96091
9,9749;1,82683;-7,15888;1,87951
9,9762;1,87951;-7,08466;1,63529
9,9784;1,94894;-7,05114;1,5036
9,98;2,03274;-7,0272;1,27854
9,9822;2,00401;-6,99368;1,06545
9,9846;1,98246;-6,96495;0,94095
9,9864;2,02556;-6,86439;0,65843
9,9928;2,11893;-6,70158;0,35675
9,9928;2,11893;-6,70158;0,35675
9,9928;2,07584;-6,68721;0,32083
9,9951;1,95852;-6,66806;0,30647
9,9968;1,87472;-6,63932;0,32802
9,9993;1,66402;-6,59623;0,35675
10,0002;1,55149;-6,58186;0,36393
10,0044;1,52755;-6,51722;0,32562
10,0058;1,62811;-6,37835;0,13887
10,0071;1,67599;-6,31849;0,01437
10,0121;1,66163;-6,19399;-0,26816
10,0121;1,59698;-6,19399;-0,25379
10,0122;1,59698;-6,17005;-0,25379
10,0152;1,3384;-6,15568;-0,15323
10,0167;1,15404;-6,16047;-0,09577
10,0195;0,82124;-6,15329;0,02394
10,0209;0,49561;-6,13892;0,15563
10,0234;0,35435;-6,12456;0,23224
10,0246;0,11253;-6,07188;0,39266
10,0268;-0,06704;-6,00484;0,55068
10,037;-0,39984;-5,87316;0,82363
10,0371;-0,39984;-5,87316;0,82363
10,0371;-0,39984;-5,87316;0,82363
10,0371;-0,51237;-5,83006;0,93856
10,0371;-0,64406;-5,77978;1,03433
10,0392;-0,71589;-5,74387;1,087
10,0407;-0,89067;-5,64809;1,17798
10,0429;-1,00081;-5,55951;1,29291
10,0449;-1,05588;-5,5212;1,34798
10,0477;-1,19474;-5,42064;1,48684
10,0524;-1,47487;-5,2698;1,70472
10,0524;-1,47487;-5,2698;1,70472
10,0524;-1,53473;-5,23149;1,73345
10,0545;-1,59938;-5,20276;1,7574
10,0561;-1,7574;-5,11896;1,80768
10,0586;-1,87232;-5,04953;1,8388
10,0606;-1,93218;-5,05431;1,84838
10,0628;-2,08062;-5,06629;1,88669
10,0655;-2,17161;-5,04713;1,93457
10,0669;-2,2171;-4,99446;1,95373
10,0726;-2,35836;-4,84122;1,94415
10,0726;-2,36554;-4,767;1,91303
10,0726;-2,36554;-4,767;1,91303
10,0747;-2,36315;-4,61856;1,82683
10,0764;-2,36554;-4,54194;1,76458
10,079;-2,33681;-4,38152;1,60416
10,0805;-2,28653;-4,25463;1,38868
10,0829;-2,26977;-4,19716;1,28333
10,0846;-2,23386;-4,02717;1,04869
10,0867;-2,2147;-3,94816;0,92658
10,0917;-2,1764;-3,74465;0,61054
10,0917;-2,16921;-3,70394;0,5435
10,0926;-2,16921;-3,70394;0,5435
10,0941;-2,11414;-3,58184;0,45012
10,0963;-2,05189;-3,42621;0,37111
10,0986;-2,02795;-3,3472;0,31126
10,1004;-1,97288;-3,20354;0,18196
10,1023;-1,95612;-3,16284;0,11732
10,1045;-1,92979;-3,14608;-0,03831
10,1063;-1,89148;-3,19157;-0,21788
10,1124;-1,76458;-3,30649;-0,69913
10,1125;-1,76458;-3,30649;-0,69913
10,1125;-1,70712;-3,34959;-0,84997
10,1146;-1,64726;-3,40466;-1,01278
10,1162;-1,47008;-3,54592;-1,4222
10,1196;-1,36713;-3,62493;-1,68796
10,1204;-1,11813;-3,79253;-2,26498
10,1236;-0,8356;-4,02238;-2,94496
10,1249;-0,69673;-4,15646;-3,28973
10,1264;-0,38548;-4,47011;-3,99844
10,1313;0,39266;-5,17642;-5,63852
10,1315;0,39266;-5,17642;-5,63852
10,1327;0,61054;-5,37515;-6,0647
10,1346;1,06066;-5,58105;-6,99847
10,1369;1,28812;-6,05512;-7,49647
10,1396;1,74782;-6,6058;-8,6553
10,1406;1,94894;-6,90748;-9,33288
10,1429;2,38949;-7,5707;-11,06155
10,1443;2,97608;-8,3225;-13,35766
10,1467;3,30889;-8,73192;-14,64338
10,1522;4,83165;-10,52044;-19,59714
10,1532;5,3129;-10,52044;-19,59714
10,1533;5,3129;-11,01845;-20,73681
10,1548;6,40469;-12,0025;-22,7097
10,1568;7,00325;-12,47896;-23,44953
10,1588;8,04237;-13,37442;-24,38569
10,1605;9,16528;-14,27946;-24,9268
10,1682;9,67766;-14,74155;-25,12791
10,1683;10,39355;-15,67532;-25,25242
10,1683;10,81973;-16,71204;-25,13031
10,1727;10,56354;-18,81661;-23,47347
10,1728;10,56354;-18,81661;-23,47347
10,1728;10,56354;-18,81661;-23,47347
10,176;9,82371;-19,59475;-21,72326
10,1764;8,91149;-20,09515;-19,43193
10,1792;8,43503;-20,22683;-18,16297
10,1812;7,47732;-20,32739;-15,76869
10,1831;6,62256;-20,24359;-13,60666
10,1843;6,19638;-20,16937;-12,64177
10,1866;5,2698;-20,0329;-11,05197
10,1915;3,75183;-19,24997;-8,89952
10,1922;3,75183;-19,24997;-8,89952
10,1924;3,42621;-18,99618;-8,53559
10,1952;3,06467;-18,71365;-8,20757
10,1968;2,52596;-17,981;-7,58985
10,1985;2,00161;-17,16456;-7,09184
10,2006;1,71191;-16,66415;-6,87396
10,2022;1,22587;-15,43828;-6,45497
10,2041;0,93377;-14,68648;-6,09103
10,2062;0,7518;-13,02246;-5,9402
10,2119;0,12929;-9,26584;-5,43979
10,2121;0,12929;-9,26584;-5,43979
10,2123;0,01676;-8,3632;-5,39191
10,2144;-0,29689;-6,72552;-5,30332
10,2165;-0,53871;-5,96653;-5,26262
10,2196;-1,01757;-4,58504;-4,98488
10,2207;-1,3815;-3,40466;-3,90267
10,2226;-1,44135;-2,82285;-2,90665
10,2245;-1,47487;-1,64247;0,34238
10,2267;-1,44614;-1,05827;2,59779
10,2321;-1,37192;1,13728;13,89398
10,2321;-1,35516;1,5874;16,90837
10,2322;-1,35516;1,5874;16,90837
10,2347;-1,61374;2,2602;22,32422
10,2365;-2,28653;2,593;26,27238
10,2389;-2,75581;2,51159;27,82866
10,2407;-3,85957;1,76697;29,22691
10,2427;-4,48687;1,09658;29,21015
10,2443;-5,69837;-0,69913;27,87894
10,2468;-6,6058;-2,9258;25,24044
10,2523;-7,9442;-8,30334;19,1518
10,2527;-7,9442;-8,30334;19,1518
10,2527;-8,37517;-10,01286;17,83495
10,2547;-8,86121;-11,93307;16,43191
10,2561;-10,02722;-16,32895;12,46459
10,2587;-12,13179;-18,90998;8,64094
10,2609;-14,07594;-26,45913;-15,07196
10,2624;-17,22681;-37,15436;-48,45055
10,2642;-16,54205;-41,47842;-56,07392
10,2666;-12,22517;-47,34918;-56,32531
10,2718;-4,12294;-50,8927;-26,27956
10,2719;-4,12294;-50,8927;-26,27956
10,2722;-2,87074;-50,56948;-16,67134
10,2742;-1,30249;-48,86715;0,36872
10,2761;-0,84757;-47,60058;7,02001
10,2781;0,34478;-44,19831;16,11107
10,2801;1,24981;-42,00755;18,76632
10,2821;3,4286;-36,62762;21,39045
10,2843;4,96333;-30,98192;21,14145
10,2869;5,2674;-28,35779;20,21247
10,2922;4,81249;-19,67615;15,08154
10,2922;4,58504;-17,89002;13,66413
10,2925;4,58504;-17,89002;13,66413
10,2948;4,07027;-14,81817;10,90832
10,3037;3,78295;-13,48216;9,6178
10,3038;3,14847;-11,01606;7,29057
10,3038;2,51878;-8,77023;5,4781
10,3038;2,20273;-7,72393;4,79334
10,3051;1,49882;-5,80372;3,9745
10,3069;0,81166;-4,20435;3,83323
10,3131;-0,51716;-1,98725;4,02238
10,3135;-0,51716;-1,98725;4,02238
10,3135;-0,51716;-1,98725;4,02238
10,3171;-1,14925;-1,28573;3,8883
10,3187;-1,56346;-0,80687;3,8883
10,3187;-1,66642;-0,61293;3,96252
10,3204;-1,68796;-0,29928;4,10139
10,323;-1,51079;-0,06943;4,20674
10,3245;-1,38629;-0,01676;4,24265
10,3263;-1,06785;-0,12929;4,16604
10,3317;-0,78053;-1,38389;3,96013
10,3318;-0,78053;-1,38389;3,96013
10,3323;-0,77575;-1,94655;3,77577
10,3349;-0,76617;-2,5523;3,57465
10,3366;-0,73025;-3,87154;3,32325
10,3387;-0,62251;-5,12375;3,3041
10,3403;-0,51716;-5,73189;3,36156
10,3425;-0,24422;-6,96016;3,58184
10,3446;0,09338;-8,18603;3,86436
10,3465;0,30168;-8,81811;4,00083
10,352;1,2139;-11,53562;4,42462
10,3522;1,2139;-11,53562;4,42462
10,3522;1,46051;-12,20601;4,4749
10,3542;1,97288;-13,27625;4,60898
10,3569;2,23386;-13,61385;4,73109
10,3591;2,7199;-14,14777;4,94657
10,3604;3,11495;-14,66493;5,03755
10,3626;3,28973;-14,91873;5,01601
10,3642;3,62014;-15,39519;4,88432
10,3663;3,7638;-15,56279;4,78376
10,3733;4,38152;-16,11586;4,14688
10,3733;4,53715;-16,16135;3,96731
10,3734;4,53715;-16,16135;3,96731
10,3743;4,77658;-16,20924;3,58902
10,376;4,93699;-16,21164;3,19636
10,3785;4,99206;-16,16135;2,96651
10,3807;5,08065;-15,96502;2,40864
10,3823;5,13572;-15,8094;2,06626
10,3842;5,1453;-15,40237;1,27136
10,3864;5,0591;-14,90197;0,40463
10,3922;4,76221;-13,78384;-1,45811
10,3922;4,76221;-13,78384;-1,45811
10,3922;4,62574;-13,45582;-1,91781
10,395;4,4749;-13,10147;-2,344
10,3963;4,10858;-12,36882;-3,11495
10,3992;3,61057;-12,00489;-3,6369
10,4004;3,35198;-11,26746;-3,77577
10,4021;2,88271;-10,65931;-3,96731
10,4044;2,61215;-10,36721;-4,02478
10,4062;1,93457;-9,84286;-4,03914
10,4123;0,10774;-9,12937;-3,62972
10,4124;0,10774;-9,12937;-3,62972
10,4124;-0,39745;-8,99768;-3,57705
10,4205;-1,2977;-8,72713;-3,53156
10,4206;-1,67599;-8,58108;-3,53874
10,4206;-2,2578;-8,2818;-3,5962
10,4206;-2,4661;-8,12856;-3,60338
10,4229;-2,68159;-7,82688;-3,52198
10,4251;-2,6337;-7,54675;-3,31128
10,4266;-2,54751;-7,40549;-3,1365
10,4321;-2,03034;-6,86199;-2,26738
10,4321;-1,94415;-6,71834;-2,06626
10,4321;-1,94415;-6,71834;-2,06626
10,4343;-1,7981;-6,43581;-1,68557
10,4361;-1,70951;-6,29455;-1,47727
10,4387;-1,54431;-6,08625;-1,07503
10,4407;-1,32403;-6,00245;-0,69673
10,4432;-1,21629;-5,9809;-0,49083
10,4446;-1,13489;-5,98569;-0,07422
10,4471;-1,07264;-6,03118;0,34956
10,4546;-1,05348;-6,07906;0,7949
10,4546;-1,05348;-6,07906;0,7949
10,4547;-1,0439;-6,07906;0,7949
10,4552;-1,01278;-6,05512;0,92898
10,4563;-0,93616;-6,05033;1,03433
10,4582;-0,88828;-6,05512;1,07982
10,46;-0,84997;-6,17962;1,1277
10,4626;-0,71828;-6,41426;1,07503
10,464;-0,60575;-6,56031;0,97447
10,4664;-0,32562;-6,84284;0,64167
10,4714;0,22746;-7,31451;0,1676
10,4717;0,22746;-7,31451;0,1676
10,4722;0,31844;-7,38155;0,13169
10,4743;0,39745;-7,47732;0,1245
10,4764;0,53632;-7,75745;0,19394
10,4786;0,66561;-8,06392;0,22985
10,4803;0,76617;-8,2387;0,22027
10,4825;1,01996;-8,60502;0,14605
10,4844;1,29051;-8,94022;0,05267
10,4862;1,43417;-9,10303;-0,00239
10,4926;1,93936;-9,68724;-0,36393
10,4935;2,07344;-9,68724;-0,36393
10,4935;2,07344;-9,81892;-0,47407
10,495;2,32724;-10,00328;-0,65364
10,4973;2,42061;-10,06314;-0,7518
10,4981;2,58103;-10,06553;-0,95532
10,5007;2,82764;-10,09666;-1,06306
10,5024;2,93538;-10,10623;-1,09897
10,5047;3,11495;-10,07271;-1,15643
10,5073;3,20354;-10,05117;-1,15883
10,5123;3,58902;-9,84047;-0,98644
10,5123;3,58902;-9,77582;-0,98644
10,5123;3,58902;-9,77582;-0,98644
10,5154;3,71113;-9,59865;-0,84997
10,5168;3,76859;-9,39035;-0,61772
10,5194;3,8045;-9,29218;-0,48364
10,5207;3,77577;-9,08388;-0,15323
10,5236;3,5531;-8,95698;0,22985
10,5249;3,48606;-8,73192;0,45012
10,527;3,4286;-8,52601;0,88588
10,5329;3,27058;-8,05195;1,60416
10,5347;3,27058;-8,05195;1,60416
10,5347;3,25861;-7,96336;1,7574
10,5355;3,25861;-7,88195;1,88908
10,5364;3,261;-7,74787;2,09499
10,5383;3,31368;-7,63295;2,16442
10,5407;3,33522;-7,58506;2,13809
10,5426;3,46212;-7,56112;2,04711
10,5447;3,51958;-7,57549;1,99683
10,5468;3,57705;-7,62577;1,86514
10,554;3,67282;-7,78618;1,5036
10,5541;3,67282;-7,78618;1,5036
10,5541;3,71113;-7,86759;1,38629
10,5543;3,74704;-8,05674;1,15165
10,5566;3,74704;-8,16208;1,03193
10,5592;3,70873;-8,37757;0,78532
10,5609;3,68239;-8,50446;0,64167
10,5647;3,68;-8,80375;0,32802
10,5647;3,68718;-9,11979;-0,00239
10,5663;3,68;-9,27781;-0,18675
10,5722;3,67282;-9,90512;-1,21629
10,5722;3,65845;-10,0799;-1,59459
10,5723;3,65845;-10,0799;-1,59459
10,5745;3,69915;-10,43425;-2,49005
10,5764;3,75183;-10,62819;-2,98327
10,5787;3,83563;-10,96338;-4,0966
10,5802;3,87633;-11,36323;-5,32247
10,5825;3,92422;-11,51886;-5,94738
10,5844;3,95534;-11,81096;-7,22113
10,5862;3,90027;-12,14616;-8,41827
10,5921;3,85239;-12,72078;-10,23553
10,5921;3,85239;-12,72078;-10,23553
10,5927;3,84042;-12,86204;-10,54199
10,5948;3,83323;-12,99133;-10,79578
10,5971;3,79493;-13,24273;-11,13817
10,5988;3,77817;-13,34808;-11,19084
10,6008;3,77098;-13,5492;-11,09986
10,6029;3,77338;-13,67849;-10,7886
10,6053;3,79732;-13,73117;-10,57072
10,6068;3,96013;-13,87243;-10,00089
10,6124;4,42701;-14,0496;-8,47813
10,6124;4,42701;-14,0496;-8,47813
10,6124;4,53955;-14,09988;-8,01364
10,615;4,62813;-14,15495;-7,54915
10,6167;4,77418;-14,18368;-6,68482
10,619;5,10459;-14,23636;-5,84921
10,6203;5,22191;-14,19087;-5,42782
10,6228;5,46613;-14,00172;-4,66884
10,6244;5,69837;-13,68807;-4,05111
10,6268;5,77739;-13,49413;-3,83323
10,633;5,96174;-12,52685;-3,61775
10,6331;5,97132;-12,52685;-3,61775
10,6336;5,97132;-12,30657;-3,69915
10,635;5,90668;-11,88997;-3,9745
10,6361;5,81809;-11,66491;-4,12534
10,6385;5,73908;-11,26267;-4,42462
10,6405;5,80133;-10,96338;-4,71193
10,6426;5,8133;-10,80297;-4,81489
10,6445;5,84442;-10,58988;-4,93939
10,6466;5,88992;-10,50608;-4,95615
10,6526;5,6888;-10,1613;-4,83404
10,6526;5,6888;-10,11821;-4,78137
10,6527;5,6888;-10,11821;-4,78137
10,6548;5,8971;-10,15172;-4,6401
10,6562;6,17723;-10,25707;-4,44377
10,6585;6,29455;-10,31214;-4,33603
10,6607;6,49806;-10,42946;-4,13012
10,6627;6,69439;-10,59227;-3,98886
10,6713;6,82368;-10,64016;-3,96971
10,6714;7,1086;-10,72635;-4,0559
10,6733;7,79097;-10,90113;-4,66165
10,6733;7,79097;-10,90113;-4,66165
10,6734;7,92744;-10,90353;-4,88911
10,6785;8,01364;-10,88916;-5,12375
10,6785;8,26025;-10,92268;-5,67204
10,679;8,46137;-10,93705;-6,19638
10,6805;8,52841;-10,91071;-6,4406
10,6821;8,73671;-10,84846;-6,80932
10,6857;8,89713;-10,82691;-6,91467
10,6861;9,18683;-10,81733;-6,93621
10,6921;9,62977;-11,1645;-6,43102
10,6921;9,62977;-11,1645;-6,43102
10,6924;9,71597;-11,35126;-6,22511
10,6941;9,85484;-11,83969;-5,76541
10,6962;9,92427;-12,14137;-5,52599
10,6984;9,96018;-12,795;-4,9753
10,7;9,87638;-13,14696;-4,66165
10,7021;10,13975;-13,97778;-4,02478
10,7041;10,47495;-14,81098;-3,21551
10,7063;10,621;-15,16294;-2,71271
10,7118;11,17408;-16,33614;-0,03831
10,7118;11,22436;-16,57796;0,72786
10,712;11,22436;-16,57796;0,72786
10,7146;11,32253;-16,98499;2,31048
10,7166;11,42069;-17,16456;3,87154
10,7198;11,43506;-17,4375;4,67841
10,7213;11,36323;-17,67454;6,22511
10,7227;11,29379;-17,75355;6,96255
10,7245;11,00409;-17,85411;8,32968
10,7267;10,44862;-17,90439;9,43584
10,7317;9,115;-17,70087;10,71917
10,7318;9,115;-17,70087;10,71917
10,732;8,66727;-17,66017;10,88198
10,7343;8,18363;-17,6051;10,9562
10,7364;7,21156;-17,51173;11,06394
10,7396;6,72791;-17,45187;11,02564
10,741;5,75344;-17,37525;10,82212
10,7433;4,75982;-17,38722;10,43664
10,7444;4,26899;-17,43271;10,19003
10,7467;3,34001;-17,61707;9,59146
10,7524;1,59698;-18,40958;8,03998
10,7525;1,59698;-18,40958;8,03998
10,7525;1,15165;-18,64182;7,50605
10,7544;0,73504;-18,92674;6,91706
10,7561;-0,01915;-19,56841;5,63373
10,7599;-0,59139;-20,14303;4,12294
10,7607;-0,85715;-20,42795;3,28734
10,7637;-1,37192;-20,92836;1,62571
10,7649;-1,81247;-21,38806;-0,01676
10,7683;-2,05189;-21,62509;-0,78532
10,7719;-2,85158;-22,59956;-3,27058
10,7724;-3,0527;-22,78871;-3,8069
10,7724;-3,0527;-22,78871;-3,8069
10,7747;-3,35917;-23,19573;-4,73109
10,7765;-3,5124;-23,3777;-5,09741
10,7783;-3,84999;-23,64107;-5,69359
10,7799;-4,18519;-23,72966;-6,16526
10,7821;-4,32645;-23,70811;-6,39271
10,7847;-4,50842;-23,45192;-6,72312
10,7868;-4,64489;-23,2532;-6,80453
10,7919;-4,6018;-21,86931;-6,38793
10,7922;-4,6018;-21,86931;-6,38793
10,7922;-4,6018;-21,86931;-6,38793
10,7941;-4,52518;-21,17497;-5,83245
10,796;-4,46532;-20,52612;-5,1022
10,8045;-4,42701;-20,21007;-4,6832
10,8045;-4,43659;-19,60911;-3,81887
10,8046;-4,5563;-18,99618;-2,85637
10,8046;-4,60898;-18,69929;-2,40146
10,8062;-4,72869;-18,14381;-1,53473
10,8129;-5,0591;-17,16456;-0,14845
10,8129;-5,0591;-17,16456;-0,14845
10,813;-5,15966;-16,94668;0,11732
10,8145;-5,27938;-16,76711;0,36872
10,8162;-5,54753;-16,45585;0,76617
10,8195;-5,71274;-16,10389;1,04151
10,8208;-5,77978;-15,8932;1,18038
10,8228;-5,87794;-15,45026;1,46051
10,8243;-5,89231;-15,18688;1,60177
10,8264;-5,82048;-14,56198;1,82204
10,8317;-5,3536;-13,23555;1,87711
10,8318;-5,3536;-13,23555;1,87711
10,8322;-5,13333;-12,84768;1,925
10,834;-4,65926;-12,127;2,13569
10,836;-4,40068;-11,77744;2,22668
10,838;-3,83563;-11,09507;2,33921
10,8401;-3,26579;-10,76705;2,37512
10,8427;-2,94975;-10,14933;2,42301
10,8443;-2,09499;-9,57949;2,46371
10,8466;-1,53952;-9,31852;2,45413
10,8519;0,06465;-8,54517;2,57624
10,8519;0,17957;-8,3656;2,65525
10,8526;0,17957;-8,3656;2,65525
10,8549;0,32323;-8,07349;2,87074
10,8566;0,4597;-7,9466;3,05749
10,859;0,56265;-7,5707;2,99763
10,8606;0,89546;-7,01283;2,6744
10,862;1,11813;-6,75904;2,49483
10,8641;1,5491;-6,25863;2,04711
10,8665;1,97767;-5,77499;1,63768
10,8715;2,78933;-5,3536;0,91222
10,8718;2,78933;-5,3536;0,91222
10,872;2,87074;-5,35599;0,79729
10,8747;2,86595;-5,3943;0,73025
10,8765;2,82285;-5,42782;0,64167
10,8783;2,81567;-5,435;0,59378
10,8805;2,91623;-5,4374;0,52195
10,882;3,04552;-5,24107;0,46928
10,8845;3,26579;-5,03755;0,45012
10,887;3,8907;-4,74306;0,40942
10,8923;5,17403;-4,58264;0,64406
10,8923;5,17403;-4,58264;0,64406
10,8927;5,39909;-4,58504;0,70392
10,8949;5,58824;-4,6018;0,76617
10,8965;5,7726;-4,6425;0,85476
10,8995;5,82048;-4,75264;0,93377
10,9008;5,74626;-4,82925;0,97686
10,9029;5,50444;-4,98009;1,02714
10,9044;5,25783;-5,08783;1,09897
10,907;5,11657;-5,11178;1,13249
10,9125;4,57306;-5,11178;1,30488
10,9144;4,52997;-5,11896;1,35755
10,9144;4,52997;-5,11896;1,35755
10,9145;4,44138;-5,13333;1,51797
10,922;4,38631;-5,15487;1,59698
10,9221;4,22589;-5,15487;1,7167
10,9221;4,00323;-5,11896;1,80528
10,923;3,83802;-5,08544;1,83401
10,9251;3,53156;-4,97291;1,88669
10,9268;3,31607;-4,81249;1,97288
10,9318;3,07185;-4,50363;2,07823
10,9319;2,98805;-4,41025;2,12851
10,9357;2,98805;-4,41025;2,12851
10,9358;2,7606;-4,19238;2,24104
10,936;2,54033;-4,03196;2,31526
10,938;2,43498;-3,96971;2,36554
10,9399;2,24822;-3,79493;2,53314
10,9422;2,1309;-3,46212;2,74384
10,9442;2,03992;-3,27058;2,83482
10,9462;1,85796;-2,842;3,04552
10,9521;1,39347;-2,05908;3,46691
10,9524;1,39347;-2,05908;3,46691
10,9525;1,21629;-1,92739;3,50761
10,9547;0,99841;-1,8412;3,51719
10,9559;0,52674;-1,70233;3,47649
10,9586;0,1652;-1,4653;3,45015
10,9603;-0,01197;-1,32403;3,44057
10,9624;-0,43815;-1,08221;3,41184
10,9645;-0,6273;-0,98884;3,40705
10,966;-0,97926;-0,86912;3,45015
10,9721;-1,75261;-0,71589;3,62733
10,9721;-1,94894;-0,69195;3,67042
10,9721;-1,94894;-0,69195;3,67042
10,9741;-2,23386;-0,63209;3,79253
10,9761;-2,33202;-0,57223;3,85478
10,9782;-2,57863;-0,45491;3,95534
10,9802;-2,8013;-0,419;3,99126
10,982;-2,89947;-0,40703;4,01999
10,9841;-3,1365;-0,51716;4,10379
10,9866;-3,24185;-0,53632;4,14928
10,9923;-3,41424;-0,37351;4,32406
10,9923;-3,4717;-0,35914;4,36476
10,9924;-3,4717;-0,35914;4,36476
10,9947;-3,69676;-0,34478;4,4342
10,9968;-3,91464;-0,33999;4,46293
10,9986;-4,00802;-0,34717;4,46053
11,0005;-4,1397;-0,35914;4,45814
11,0029;-4,20435;-0,36632;4,45575
11,0043;-4,33124;-0,38308;4,44617
11,0065;-4,45575;-0,38548;4,40307
11,0115;-4,78137;-0,34717;4,20435
11,0128;-4,78137;-0,34717;4,20435
11,0128;-4,83404;-0,31604;4,12055
11,015;-4,83883;-0,29689;3,99604
11,0174;-4,83165;-0,35196;3,73028
11,0186;-4,85798;-0,40703;3,58423
11,0206;-4,93699;-0,53871;3,23227
11,0229;-4,96094;-0,72786;2,8013
11,0242;-4,92981;-0,84757;2,56666
11,0271;-4,78137;-1,02714;2,1764
11,0326;-4,01041;-1,3791;1,36474
11,0327;-4,01041;-1,3791;1,36474
11,0327;-3,74465;-1,49163;1,13489
11,0344;-3,29213;-1,63529;0,91701
11,0364;-3,11495;-1,97528;0,56505
11,0393;-2,75581;-2,35836;0,14366
11,0415;-2,49723;-2,53314;-0,15802
11,0431;-2,06626;-2,89707;-0,72307
11,0447;-1,73824;-3,30889;-1,25939
11,0467;-1,62092;-3,5531;-1,52755
11,0564;-0,74223;-4,53476;-3,23706
11,0564;-0,53632;-4,82686;-3,79014
11,0564;-0,53632;-4,82686;-3,79014
11,0565;-0,29689;-5,5188;-4,82446
11,0565;-0,24422;-5,92344;-5,41585
11,0591;0,02155;-6,80692;-7,20437
11,0604;0,3328;-7,8221;-9,953
11,0629;0,42139;-8,42306;-11,76786
11,0644;0,41421;-9,88117;-16,33374
11,0711;0,30407;-11,58111;-21,53171
11,0728;0,6273;-14,68169;-29,29635
11,0728;0,6273;-14,68169;-29,29635
11,0728;0,6273;-14,68169;-29,29635
11,074;0,7925;-16,21164;-31,84146
11,0761;0,82363;-17,76312;-33,52464
11,0781;0,78532;-18,53169;-34,10645
11,0804;0,56505;-20,16219;-34,94205
11,0822;0,15323;-22,03451;-35,38738
11,0844;0,00958;-22,99222;-35,32753
11,0865;0,19633;-24,77117;-34,55896
11,0916;1,925;-27,85978;-30,92924
11,0916;1,925;-27,85978;-30,92924
11,0928;2,62652;-28,37216;-29,38015
11,0946;3,53395;-28,67384;-27,47191
11,096;5,2698;-28,8989;-22,78871
11,0989;6,99847;-28,70257;-17,78228
11,1013;7,76942;-28,44159;-15,31378
11,1027;8,9067;-27,69697;-10,83888
11,104;9,67766;-27,15826;-7,43422
11,1068;9,98173;-25,70254;-6,18202
11,112;10,22116;-21,87409;-3,56747
11,1122;10,22116;-21,87409;-3,56747
11,1122;10,13257;-20,8254;-3,36874
11,1146;9,76385;-18,63464;-3,08861
11,1168;9,44541;-17,6075;-3,09819
11,1187;8,75107;-15,48856;-3,22988
11,1203;8,24109;-13,25949;-3,50522
11,1221;8,01843;-12,15813;-3,70873
11,124;7,46774;-10,01525;-3,94576
11,126;7,03438;-9,02642;-3,90027
11,1317;4,58264;-5,89231;-2,98327
11,1317;3,92422;-5,31529;-2,77018
11,1321;3,92422;-5,31529;-2,77018
11,1349;2,81088;-4,49405;-2,43977
11,1369;1,83641;-3,98647;-2,20992
11,1383;1,32403;-3,80929;-2,16203
11,1405;0,36872;-3,62493;-2,00161
11,1427;0,03591;-3,56986;-1,83401
11,1444;-0,21548;-3,52916;-0,95532
11,1467;-0,56984;-3,83563;0,60336
11,1531;-1,36953;-5,37994;5,82527
11,1532;-1,36953;-5,37994;5,82527
11,1532;-1,64487;-5,93062;7,44619
11,1558;-1,93457;-6,522;9,08867
11,1564;-2,42779;-7,70956;12,22756
11,1589;-2,64567;-8,30813;13,69046
11,1601;-2,98087;-9,54837;16,24516
11,1626;-3,24185;-10,82691;18,14142
11,1646;-3,3448;-11,44463;18,79745
11,1665;-3,3855;-12,53403;19,51095
11,1733;-3,5555;-14,34171;18,43113
11,1733;-3,5555;-14,34171;18,43113
11,1734;-3,64169;-14,71761;17,62665
11,1751;-3,99844;-15,10069;15,58673
11,176;-4,26899;-15,90756;14,32016
11,1789;-5,05192;-16,92992;11,18845
11,1805;-5,47331;-17,48539;9,31133
11,1828;-6,1461;-18,55084;4,52039
11,1897;-6,67284;-19,59714;-2,05429
11,1897;-6,89072;-20,08318;-5,605
11,1918;-6,67045;-21,14623;-18,11029
11,1959;-6,39271;-21,04568;-19,49419
11,1959;-6,39271;-21,04568;-19,49419
11,1959;-5,86118;-20,33458;-18,97702
11,1966;-5,66725;-19,81023;-17,37525
11,1984;-5,54753;-18,67774;-12,91711
11,2014;-5,84442;-17,62426;-8,32729
11,2043;-6,1078;-17,10709;-6,42144
11,2049;-6,77819;-16,07995;-3,66085
11,2063;-7,51802;-15,0552;-2,06865
11,2127;-8,50925;-12,64656;-0,44294
11,2127;-8,50925;-12,64656;-0,44294
11,2128;-8,64094;-12,64656;-0,44294
11,2142;-8,77502;-11,29379;0,13169
11,2159;-8,99529;-10,11581;0,76617
11,2182;-9,0336;-9,62977;1,1708
11,2203;-9,07191;-8,84445;2,02316
11,2222;-9,02163;-8,19081;2,73426
