time;X_value;Y_value;Z_value
3,8142;-2,06626;-10,78142;-0,58899
3,8142;-2,01837;-10,74551;-0,60575
3,8142;-1,90584;-10,69044;-0,63209
3,8161;-1,83641;-10,64495;-0,63688
3,8188;-1,81007;-10,56833;-0,61533
3,8207;-1,86275;-10,54439;-0,54111
3,8222;-1,83401;-10,44143;-0,53632
3,8246;-1,98485;-10,38397;-0,42379
3,8312;-2,03992;-10,36242;-0,36872
3,8313;-2,03753;-10,25229;-0,26576
3,834;-2,27935;-10,05356;0,06225
3,8341;-2,27935;-10,05356;0,06225
3,835;-2,32005;-9,9961;0,1245
3,8367;-2,37512;-9,85244;0,27534
3,8386;-2,49483;-9,80934;0,38308
3,8404;-2,70074;-9,75188;0,62491
3,842;-2,70074;-9,704;0,70631
3,8446;-2,70792;-9,59865;0,88588
3,8475;-2,74863;-9,47654;1,08221
3,8481;-2,81567;-9,42865;1,18995
3,8532;-3,0934;-9,28979;1,55867
3,8532;-3,0934;-9,28979;1,55867
3,8546;-3,12213;-9,23711;1,64487
3,8566;-3,23945;-9,19402;1,82923
3,8582;-3,28973;-9,17965;1,90105
3,86;-3,24185;-9,07909;1,95612
3,8622;-3,14847;-8,98092;1,97767
3,8649;-3,14129;-8,95459;1,99443
3,8662;-3,23945;-8,93543;2,06626
3,8706;-3,27058;-8,89952;2,0902
3,8751;-3,16284;-8,85642;2,08302
3,8751;-3,07185;-8,8253;2,04232
3,8751;-3,07185;-8,8253;2,04232
3,8794;-2,98805;-8,79657;1,97528
3,8796;-2,97848;-8,79178;1,93697
3,8804;-2,9258;-8,79896;1,90584
3,8822;-2,81088;-8,80135;1,80768
3,8844;-2,74623;-8,77981;1,755
3,8864;-2,71271;-8,77262;1,70712
3,888;-2,68877;-8,77262;1,60177
3,8934;-2,66243;-8,78699;1,4629
3,8934;-2,6361;-8,80375;1,41262
3,8944;-2,593;-8,79896;1,36474
3,8963;-2,53314;-8,7822;1,30967
3,8981;-2,46371;-8,77502;1,19235
3,9001;-2,33202;-8,7415;1,07264
3,9041;-2,28414;-8,72713;1,00799
3,9052;-2,25062;-8,71516;0,92898
3,9068;-2,25541;-8,6984;0,86912
3,9084;-2,24104;-8,68403;0,838
3,9146;-2,0088;-8,58587;0,70631
3,9146;-2,0088;-8,58587;0,70631
3,915;-1,94415;-8,54517;0,64645
3,9164;-1,95373;-8,52122;0,55547
3,9191;-2,0064;-8,52362;0,53153
3,921;-2,0495;-8,48531;0,47407
3,923;-2,03992;-8,43024;0,4166
3,9249;-2,03034;-8,41588;0,36393
3,9271;-1,95612;-8,35362;0,26098
3,9293;-1,92979;-8,31771;0,2107
3,9337;-1,87472;-8,18603;0,01915
3,9338;-1,87472;-8,18603;0,01915
3,9348;-1,96809;-8,198;0,00718
3,9363;-2,15485;-8,22194;0,01437
3,9385;-2,22189;-8,21715;0,00718
3,94;-2,22668;-8,198;0,00479
3,9423;-2,11175;-8,10701;-0,03113
3,9442;-2,05429;-8,06871;-0,05028
3,947;-2,0495;-8,03519;-0,03352
3,9485;-2,07344;-8,01603;0,02873
3,9539;-2,16442;-8,00406;0,17957
3,9539;-2,16442;-8,00406;0,17957
3,9542;-2,1764;-7,9897;0,21309
3,9566;-2,2147;-7,98251;0,26098
3,9585;-2,23146;-7,96815;0,38548
3,9663;-2,20034;-7,9442;0,46449
3,9663;-2,2147;-7,92266;0,49322
3,9663;-2,2171;-7,9059;0,56984
3,9668;-2,22428;-7,89392;0,61293
3,9685;-2,20992;-7,8604;0,6704
3,9744;-2,06386;-7,75984;0,78053
3,9744;-2,06386;-7,75984;0,78053
3,9753;-2,01119;-7,71675;0,80926
3,9762;-1,89148;-7,63295;0,87391
3,9807;-1,81247;-7,58985;0,90264
3,9808;-1,5898;-7,47493;0,94334
3,9823;-1,47727;-7,42704;0,95053
3,9843;-1,29051;-7,31451;0,97926
3,9863;-1,11573;-7,17325;1,02954
3,9881;-1,03672;-7,11339;1,0463
3,9934;-0,84278;-6,90269;1,13967
3,9934;-0,84278;-6,90269;1,13967
3,9942;-0,79969;-6,85481;1,13728
3,9962;-0,67758;-6,70876;1,19474
3,999;-0,61293;-6,63693;1,22826
4,0004;-0,48604;-6,50764;1,29051
4,0023;-0,3759;-6,40708;1,36713
4,0043;-0,33999;-6,34243;1,40305
4,0064;-0,25858;-6,2323;1,49163
4,0085;-0,17239;-6,13892;1,61374
4,0132;-0,05028;-6,00484;1,79571
4,0136;-0,01915;-6,00484;1,85317
4,0146;-0,01915;-5,97132;1,85317
4,0165;0,03352;-5,89231;1,98485
4,0187;0,08859;-5,83006;2,13809
4,0202;0,09817;-5,8109;2,20513
4,0224;0,10295;-5,7702;2,34878
4,0245;0,10774;-5,73908;2,52596
4,0264;0,09577;-5,73429;2,61455
4,0285;0,03591;-5,74626;2,77257
4,0346;-0,0431;-5,76781;3,06467
4,0347;-0,0431;-5,76781;3,06467
4,0351;-0,06704;-5,76781;3,1365
4,0373;-0,10056;-5,77978;3,2203
4,0384;-0,18915;-5,83245;3,36874
4,041;-0,32562;-5,88273;3,51958
4,0425;-0,39745;-5,90668;3,59381
4,0445;-0,53392;-5,98808;3,73986
4,0468;-0,64167;-6,07188;3,88591
4,0487;-0,70392;-6,11258;3,94816
4,0551;-0,94334;-6,24427;4,13252
4,0551;-0,94334;-6,24427;4,13252
4,0555;-0,99123;-6,273;4,16364
4,0575;-1,0463;-6,32807;4,24026
4,0599;-1,07742;-6,35919;4,27378
4,0612;-1,15165;-6,41666;4,34321
4,0628;-1,24502;-6,50764;4,42223
4,0652;-1,28812;-6,54834;4,44856
4,0673;-1,34558;-6,63693;4,50124
4,069;-1,38389;-6,68242;4,52757
4,074;-1,55388;-6,87396;4,63532
4,0754;-1,55388;-6,87396;4,63532
4,0754;-1,61614;-6,92185;4,67362
4,0771;-1,72867;-7,03199;4,74545
4,083;-1,83162;-7,13973;4,81967
4,083;-1,87711;-7,1924;4,8532
4,083;-1,98964;-7,30972;4,92502
4,0857;-2,05189;-7,36239;4,96573
4,087;-2,16921;-7,45338;5,03277
4,0889;-2,29372;-7,53718;5,09502
4,0935;-2,44695;-7,62816;5,15727
4,0942;-2,49723;-7,64971;5,16445
4,0942;-2,54033;-7,66647;5,17882
4,0975;-2,58342;-7,67844;5,20037
4,0985;-2,66962;-7,69041;5,22191
4,1;-2,7606;-7,70238;5,25783
4,1023;-2,79412;-7,68802;5,2698
4,1044;-2,86355;-7,65929;5,28416
4,1065;-2,89228;-7,63295;5,27219
4,1082;-2,93778;-7,57788;5,2674
4,1135;-3,04552;-7,41507;5,24825
4,1135;-3,04552;-7,41507;5,24825
4,1144;-3,06707;-7,36479;5,23388
4,1166;-3,12213;-7,25705;5,18361
4,1179;-3,13889;-7,19958;5,14769
4,12;-3,20354;-7,10381;5,04953
4,1222;-3,24185;-7,05353;4,99446
4,1241;-3,30889;-6,94579;4,87953
4,1269;-3,3472;-6,83087;4,73348
4,1284;-3,38072;-6,7758;4,66165
4,1336;-3,48128;-6,59623;4,35758
4,1336;-3,48128;-6,59623;4,35758
4,1344;-3,50522;-6,56031;4,28336
4,1363;-3,54353;-6,50764;4,099
4,1383;-3,55789;-6,4813;4,00802
4,1401;-3,57944;-6,44299;3,83802
4,1425;-3,60817;-6,4406;3,65127
4,1447;-3,60338;-6,45257;3,55789
4,1471;-3,60578;-6,4813;3,36635
4,1497;-3,64169;-6,53398;3,20115
4,1536;-3,68479;-6,63454;2,94735
4,1537;-3,70634;-6,67763;2,86355
4,1545;-3,70634;-6,67763;2,86355
4,1562;-3,75901;-6,79256;2,70792
4,1587;-3,83802;-6,9434;2,57863
4,1609;-3,8907;-7,02241;2,52596
4,1635;-4,06069;-7,18282;2,40625
4,1649;-4,27139;-7,36958;2,29611
4,1666;-4,38392;-7,45098;2,2578
4,1683;-4,61377;-7,64013;2,19794
4,1749;-4,99925;-7,89392;2,16203
4,1749;-5,12854;-7,97054;2,16203
4,1749;-5,25304;-8,04955;2,16203
4,1766;-5,37754;-8,12856;2,15964
4,1783;-5,63133;-8,26982;2,174
4,18;-5,87794;-8,41588;2,2147
4,1831;-5,98808;-8,48531;2,24104
4,1851;-6,20357;-8,64094;2,28174
4,1864;-6,40947;-8,79178;2,3009
4,1884;-6,52679;-8,866;2,31048
4,1934;-6,97213;-9,14852;2,37512
4,1934;-6,97213;-9,14852;2,37512
4,1945;-7,06311;-9,22754;2,40146
4,1966;-7,24986;-9,41668;2,44934
4,1988;-7,33606;-9,51006;2,47089
4,2012;-7,47971;-9,66808;2,50202
4,2034;-7,61619;-9,8285;2,51399
4,2045;-7,66647;-9,90033;2,5092
4,2065;-7,77182;-10,05356;2,51638
4,2086;-7,82928;-10,13975;2,52596
4,2169;-7,74787;-10,32172;2,49005
4,2169;-7,74787;-10,32172;2,49005
4,2169;-7,9442;-10,56354;2,52835
4,2169;-8,10701;-10,61143;2,77736
4,2189;-8,26743;-10,71199;3,10298
4,2209;-8,30095;-10,75748;3,29213
4,2231;-8,30334;-10,79339;3,69437
4,2254;-8,32729;-10,81973;3,929
4,2267;-8,46376;-10,88916;4,4749
4,2301;-8,55953;-10,90353;5,06389
4,2337;-8,64573;-10,88198;5,96174
4,2337;-8,68643;-10,88198;6,25863
4,2344;-8,7391;-10,88198;6,54595
4,2367;-8,77741;-10,85804;6,80692
4,2382;-8,79896;-10,76705;7,2786
4,2401;-8,70319;-10,69283;7,68323
4,2427;-8,62418;-10,48453;7,85801
4,2443;-8,45658;-10,24031;8,15011
4,246;-8,37757;-10,14215;8,25307
4,2489;-8,07589;-9,80695;8,34884
4,2532;-7,12297;-9,01205;8,30813
4,2533;-7,12297;-9,01205;8,30813
4,2543;-6,87396;-8,8253;8,26982
4,2565;-6,3999;-8,49489;8,15251
4,2586;-6,17723;-8,37278;8,07828
4,2604;-5,75584;-8,21236;7,88674
4,2628;-5,54275;-8,1956;7,75745
4,2644;-5,17163;-8,34165;7,41986
4,2666;-4,88911;-8,68643;6,99607
4,2687;-4,79094;-8,92586;6,75904
4,2742;-4,35279;-9,96018;5,59542
4,2742;-4,35279;-9,96018;5,59542
4,275;-4,24026;-10,23553;5,25783
4,2771;-3,99365;-10,79818;4,52039
4,2787;-3,87154;-11,08549;4,12294
4,2804;-3,60817;-11,61463;3,27297
4,2828;-3,32325;-12,11503;2,40146
4,2848;-3,20115;-12,35206;1,94415
4,2866;-2,91862;-12,79022;1,02954
4,2888;-2,63131;-13,17569;0,08619
4,2937;-2,28653;-13,61864;-1,30249
4,2938;-2,28653;-13,61864;-1,30249
4,2948;-2,18837;-13,73117;-1,70951
4,2967;-1,95852;-13,96581;-2,40864
4,2988;-1,73106;-14,14777;-2,98566
4,3011;-1,60416;-14,2627;-3,19636
4,3024;-1,36953;-14,5548;-3,52437
4,3051;-1,09897;-14,81098;-3,7207
4,3076;-0,96489;-14,94028;-3,73267
4,3095;-0,72307;-15,2659;-3,66324
4,3137;-0,33999;-15,94826;-3,18917
4,3138;-0,33999;-15,94826;-3,18917
4,3145;-0,29928;-16,1015;-3,02397
4,3166;-0,27055;-16,21403;-2,82764
4,3184;-0,27534;-16,38881;-2,39906
4,3206;-0,34238;-16,52768;-1,88908
4,3227;-0,40703;-16,53726;-1,66402
4,3255;-0,60336;-16,44627;-1,25699
4,3266;-0,838;-16,22361;-0,99602
4,3292;-0,9625;-16,02249;-0,94813
4,334;-1,30967;-15,06957;-0,9194
4,3341;-1,30967;-15,06957;-0,9194
4,3345;-1,32882;-14,77986;-0,9218
4,3365;-1,26897;-14,14059;-0,98884
4,3389;-1,20671;-13,82454;-0,99602
4,3405;-1,01278;-13,19245;-0,95771
4,3428;-0,74462;-12,53403;-0,89546
4,3448;-0,5842;-12,19165;-0,84997
4,3513;-0,22506;-11,52843;-0,74941
4,3513;-0,06704;-11,23633;-0,64885
4,36;0,55068;-10,10863;-0,17718
4,36;0,55068;-10,10863;-0,17718
4,3601;0,68955;-9,81653;-0,0431
4,3601;0,94095;-9,27063;0,22267
4,3601;1,19235;-8,65051;0,40942
4,3606;1,30488;-8,37039;0,55547
4,3632;1,50121;-7,85083;0,89067
4,3648;1,70233;-7,58027;0,99841
4,369;1,77655;-7,07748;1,30009
4,369;1,88908;-6,62496;1,5467
4,3736;2,06386;-5,96893;1,84359
4,3736;2,09978;-5,76302;1,90824
4,3745;2,12133;-5,57866;1,98246
4,3778;2,11893;-5,40148;2,0495
4,3798;2,09978;-5,07107;2,08541
4,3808;2,01598;-4,78616;1,95133
4,3834;1,98964;-4,65926;1,84838
4,3844;1,93457;-4,44377;1,58262
4,3868;1,8819;-4,34561;1,43417
4,3881;1,74782;-4,18519;1,0894
4,393;1,42938;-3,94816;0,20112
4,393;1,42938;-3,94816;0,20112
4,3942;1,32164;-3,91943;-0,03352
4,3961;1,11573;-3,8883;-0,50998
4,398;1,00799;-3,90267;-0,74701
4,4001;0,76617;-3,98647;-1,20193
4,402;0,65124;-4,03196;-1,40305
4,4041;0,44055;-4,17562;-1,81965
4,4066;0,25379;-4,37434;-2,21231
4,4085;0,16999;-4,47251;-2,37273
4,4133;-0,04789;-5,0184;-2,88989
4,4134;-0,04789;-5,0184;-2,88989
4,4146;-0,07901;-5,20276;-2,98566
4,4166;-0,13169;-5,63133;-3,11256
4,4183;-0,13169;-5,88034;-3,14368
4,4207;-0,05746;-6,38314;-3,17241
4,4224;0,01676;-6,87636;-3,14608
4,4246;0,02873;-7,13973;-3,10777
4,4264;-0,00239;-7,70238;-3,04073
4,4285;-0,10774;-8,2818;-2,92341
4,434;-0,40463;-9,20599;-2,73666
4,434;-0,40463;-9,20599;-2,73666
4,4355;-0,51716;-9,50048;-2,6744
4,4371;-0,7542;-10,07511;-2,54272
4,4389;-1,00799;-10,64255;-2,40146
4,4411;-1,14686;-10,92029;-2,32963
4,4429;-1,42938;-11,48055;-2,15964
4,4443;-1,72627;-12,01687;-1,96331
4,4463;-1,87951;-12,27545;-1,86514
4,4486;-2,20752;-12,78303;-1,63768
4,4546;-2,83482;-13,60188;-1,1277
4,4559;-2,83482;-13,60188;-1,1277
4,4559;-3,012;-13,79581;-0,97447
4,4572;-3,1772;-13,97299;-0,81166
4,4589;-3,45015;-14,2627;-0,47407
4,461;-3,71831;-14,45903;-0,06943
4,4679;-3,84281;-14,54043;0,13169
4,468;-4,13252;-14,62902;0,62491
4,468;-4,35758;-14,58113;1,25939
4,4683;-4,46053;-14,52846;1,63529
4,4757;-4,67123;-13,87243;3,23945
4,4757;-4,67123;-13,87243;3,23945
4,4757;-4,62095;-13,56836;3,56986
4,4769;-4,60419;-13,22837;4,01041
4,4787;-4,53955;-12,95542;4,19477
4,4811;-4,3073;-12,31376;4,37195
4,4832;-3,9314;-11,70082;4,30251
4,4843;-3,7207;-11,4159;4,18998
4,4862;-3,19157;-10,81015;3,83084
4,4882;-2,94256;-10,50847;3,60817
4,4941;-2,15006;-9,61301;2,57624
4,4941;-2,00401;-9,44063;2,30329
4,495;-2,00401;-9,44063;2,30329
4,4962;-1,75021;-9,11979;1,76937
4,4981;-1,56107;-8,80135;1,24502
4,5002;-1,49882;-8,6577;0,99841
4,5024;-1,4198;-8,39672;0,54829
4,5041;-1,39107;-8,28419;0,3783
4,5065;-1,2977;-8,06152;0,10774
4,5085;-1,27136;-7,84125;-0,07662
4,5135;-1,30727;-7,48929;-0,18196
4,5135;-1,36474;-7,40789;-0,20591
4,5147;-1,44614;-7,33845;-0,22027
4,5168;-1,54431;-7,27141;-0,23943
4,5196;-1,75979;-7,16367;-0,26337
4,5206;-2,01119;-7,12297;-0,26098
4,523;-2,15724;-7,07508;-0,23943
4,5248;-2,45892;-7,05353;-0,20112
4,5263;-2,60497;-7,05114;-0,19633
4,5285;-2,89228;-7,08705;-0,20112
4,5344;-3,35198;-7,28338;-0,23464
4,5345;-3,35198;-7,28338;-0,23464
4,5351;-3,431;-7,34803;-0,25858
4,5369;-3,56508;-7,50845;-0,32802
4,5388;-3,60817;-7,6114;-0,36154
4,5403;-3,68239;-7,82688;-0,40224
4,543;-3,71113;-7,9442;-0,43815
4,5449;-3,74465;-8,18363;-0,48364
4,5465;-3,75901;-8,4063;-0,50519
4,5485;-3,75183;-8,52601;-0,52195
4,5539;-3,70634;-8,93304;-0,56744
4,5539;-3,70634;-8,93304;-0,56744
4,5546;-3,67521;-9,04078;-0,56984
4,5568;-3,60099;-9,21796;-0,57702
4,5592;-3,57705;-9,31133;-0,57941
4,5614;-3,51958;-9,48133;-0,60336
4,5638;-3,45733;-9,60104;-0,63448
4,5645;-3,42142;-9,66808;-0,66321
4,5674;-3,3472;-9,79019;-0,71349
4,569;-3,25143;-9,8692;-0,76856
4,5743;-3,15326;-9,97215;-0,88588
4,5743;-3,11974;-9,98652;-0,9218
4,5748;-3,08622;-9,98652;-0,94813
4,5767;-3,05509;-9,99849;-0,98165
4,5782;-2,97608;-10,00328;-1,07024
4,5802;-2,93778;-9,9961;-1,11334
4,5828;-2,85637;-9,98652;-1,1708
4,5845;-2,77736;-9,94103;-1,22826
4,587;-2,75581;-9,92666;-1,25221
4,5886;-2,72708;-9,87638;-1,32403
4,5938;-2,66243;-9,73033;-1,41262
4,5939;-2,62652;-9,69681;-1,42699
4,5946;-2,60497;-9,68245;-1,44614
4,6028;-2,59779;-9,66808;-1,46769
4,6029;-2,58582;-9,61301;-1,49163
4,6029;-2,57145;-9,51006;-1,51079
4,6029;-2,53793;-9,44541;-1,53473
4,6049;-2,4661;-9,33767;-1,59459
4,6064;-2,43498;-9,26105;-1,64966
4,6081;-2,43498;-9,21796;-1,65205
4,6141;-2,41103;-9,05275;-1,66642
4,6141;-2,41103;-9,05275;-1,66642
4,6169;-2,38709;-8,98092;-1,65684
4,6169;-2,33921;-8,86839;-1,66163
4,6182;-2,32245;-8,84445;-1,67839
4,6205;-2,29372;-8,78938;-1,6736
4,6222;-2,23865;-8,72234;-1,70712
4,6241;-2,21231;-8,68643;-1,70472
4,6263;-2,16921;-8,60263;-1,70951
4,6288;-2,14766;-8,57629;-1,73106
4,6332;-2,06865;-8,45418;-1,76697
4,6332;-2,06865;-8,45418;-1,76697
4,6342;-2,0495;-8,43024;-1,77655
4,6361;-2,01598;-8,36799;-1,79092
4,6386;-1,98485;-8,3225;-1,79571
4,6408;-1,97049;-8,31771;-1,79571
4,6427;-1,94894;-8,28419;-1,7981
4,6446;-1,93697;-8,29137;-1,79331
4,6466;-1,90345;-8,31292;-1,7574
4,6481;-1,91542;-8,35602;-1,6712
4,6538;-1,93457;-8,4039;-1,50121
4,6538;-1,93218;-8,44461;-1,45572
4,6545;-1,93457;-8,50446;-1,40544
4,6564;-1,93936;-8,55474;-1,36474
4,6585;-1,92739;-8,6553;-1,28333
4,6609;-1,92979;-8,70558;-1,2139
4,6622;-1,93936;-8,84445;-1,1708
4,6641;-1,96091;-8,99529;-1,07742
4,6664;-1,98246;-9,0743;-1,04151
4,6681;-2,02316;-9,21317;-0,98644
4,6746;-2,03274;-9,50527;-0,8763
4,6746;-2,03274;-9,50527;-0,8763
4,675;-2,03034;-9,55555;-0,84518
4,6772;-2,03274;-9,64893;-0,77575
4,6782;-2,02316;-9,69681;-0,7542
4,6814;-1,99204;-9,78301;-0,68476
4,6834;-1,97528;-9,81892;-0,63927
4,6855;-1,93218;-9,8716;-0,56744
4,6875;-1,87472;-9,90751;-0,48364
4,6888;-1,84599;-9,92666;-0,44773
4,6939;-1,72867;-9,96497;-0,25379
4,6939;-1,72867;-9,96497;-0,25379
4,6942;-1,69994;-9,96976;-0,20112
4,6972;-1,60656;-9,97694;-0,08859
4,6983;-1,56586;-9,97455;-0,02873
4,7012;-1,51318;-9,97455;0,09338
4,7036;-1,42459;-9,94821;0,19872
4,7047;-1,38868;-9,92666;0,24422
4,707;-1,32403;-9,92906;0,37111
4,7086;-1,25699;-9,92666;0,49561
4,7198;-1,15165;-9,90033;0,64406
4,7199;-1,12052;-9,90033;0,64406
4,7199;-1,12052;-9,90033;0,69913
4,7199;-1,05827;-9,8692;0,80926
4,72;-1,01038;-9,89314;0,93856
4,7206;-0,98405;-9,89554;1,0056
4,7225;-0,95532;-9,89075;1,11094
4,7246;-0,90264;-9,90751;1,23066
4,727;-0,88109;-9,90751;1,29051
4,7284;-0,86673;-9,89793;1,41502
4,7339;-0,74223;-9,93863;1,61374
4,7339;-0,74223;-9,93863;1,61374
4,7343;-0,71828;-9,94582;1,64726
4,7364;-0,69434;-9,94582;1,68318
4,7394;-0,64167;-9,953;1,7574
4,7405;-0,59139;-9,97455;1,82923
4,7427;-0,57941;-9,98413;1,86035
4,7449;-0,58181;-9,97934;1,91063
4,7464;-0,60815;-9,96497;1,91303
4,7485;-0,61772;-9,96497;1,90824
4,7531;-0,77814;-9,93624;1,86753
4,7533;-0,77814;-9,93624;1,86753
4,7542;-0,84039;-9,92427;1,8412
4,7561;-0,94574;-9,88836;1,755
4,7586;-0,98405;-9,86441;1,70951
4,7605;-1,0894;-9,83808;1,58022
4,7621;-1,25699;-9,79977;1,44135
4,7645;-1,34558;-9,78061;1,36234
4,7662;-1,5467;-9,73991;1,18517
4,7681;-1,66163;-9,73033;1,087
4,7742;-2,09499;-9,67766;0,67758
4,7743;-2,09499;-9,67766;0,67758
4,7745;-2,21231;-9,66329;0,55787
4,7765;-2,42301;-9,6202;0,32083
4,7788;-2,64328;-9,58189;0,09338
4,7806;-2,73187;-9,56034;-0,03113
4,7831;-2,93299;-9,53879;-0,23464
4,7844;-3,01918;-9,52443;-0,3352
4,7867;-3,19875;-9,48372;-0,53392
4,7887;-3,37114;-9,45499;-0,70871
4,7934;-3,56747;-9,40711;-0,94813
4,7938;-3,62733;-9,39035;-1,01278
4,7944;-3,68;-9,37359;-1,06545
4,7967;-3,72789;-9,34725;-1,11573
4,7985;-3,82605;-9,29457;-1,19953
4,8005;-3,90027;-9,26584;-1,26418
4,8024;-3,92422;-9,18204;-1,28812
4,805;-3,98647;-9,1174;-1,30967
4,8064;-4,01759;-9,10064;-1,30488
4,8085;-4,06308;-9,06472;-1,28812
4,8141;-4,22111;-8,98571;-1,18517
4,8145;-4,22111;-8,98571;-1,18517
4,8145;-4,27378;-8,97135;-1,15404
4,817;-4,37434;-8,93783;-1,08221
4,8192;-4,4318;-8,92107;-1,03912
4,8204;-4,53236;-8,91628;-0,95053
4,8226;-4,58504;-8,91389;-0,90743
4,8245;-4,70954;-8,88994;-0,81645
4,8267;-4,81728;-8,88994;-0,73025
4,8284;-4,83644;-8,85882;-0,68955
4,8337;-5,10699;-8,9498;-0,5435
4,8367;-5,10699;-8,9498;-0,5435
4,8367;-5,14769;-8,94262;-0,47167
4,8375;-5,20755;-8,93543;-0,34478
4,8386;-5,25783;-8,95219;-0,28252
4,8408;-5,33684;-8,9498;-0,13408
4,8425;-5,41585;-8,96177;0,02634
4,8445;-5,45176;-8,96416;0,11732
4,8465;-5,49965;-8,95459;0,30886
4,8543;-5,52599;-8,93783;0,51237
4,8547;-5,53796;-8,93304;0,85715
4,8547;-5,53796;-8,93783;0,97926
4,8547;-5,53796;-8,93783;0,97926
4,8575;-5,49007;-8,94262;1,20193
4,8583;-5,3967;-8,97374;1,40544
4,8605;-5,34881;-8,98811;1,50839
4,8623;-5,2291;-9,05515;1,67839
4,8652;-5,12135;-9,17007;1,79092
4,8679;-5,0615;-9,26345;1,82683
4,8682;-4,96573;-9,48372;1,84838
4,8738;-4,92981;-10,08947;1,71191
4,8745;-4,92981;-10,08947;1,71191
4,8747;-4,94897;-10,26665;1,6305
4,8766;-4,97291;-10,4558;1,55149
4,8783;-5,04713;-10,85564;1,32882
4,8808;-5,16206;-11,25549;1,04151
4,8822;-5,2267;-11,45182;0,87391
4,8843;-5,36318;-11,81814;0,51477
4,8861;-5,5212;-12,18925;0,13408
4,8881;-5,59781;-12,37361;-0,0431
4,8935;-5,96174;-13,02964;-0,78293
4,8935;-5,96174;-13,02964;-0,78293
4,8944;-6,04315;-13,17569;-0,94334
4,8967;-6,20596;-13,45343;-1,2115
4,8991;-6,27779;-13,57554;-1,31685
4,9009;-6,40947;-13,79821;-1,47966
4,9023;-6,48848;-13,98975;-1,5491
4,9043;-6,51243;-14,06636;-1,55388
4,9063;-6,46933;-14,0496;-1,57783
4,9086;-6,50046;-14,20044;-1,60656
4,9138;-6,49806;-14,40635;-1,22587
4,9139;-6,49806;-14,40635;-1,22587
4,9145;-6,4406;-14,41353;-1,0894
4,9164;-6,30652;-14,35847;-0,78053
4,9186;-6,10061;-14,301;-0,45012
4,9205;-5,97132;-14,25312;-0,27295
4,9224;-5,68401;-14,10946;0,11493
4,9243;-5,52359;-14,02327;0,31126
4,9274;-5,13811;-13,8006;0,67519
4,9285;-4,63771;-13,49653;0,99123
4,934;-3,76619;-12,98894;1,30967
4,9341;-3,45494;-12,82613;1,35995
4,9345;-3,14129;-12,65853;1,38868
4,9373;-2,84919;-12,49572;1,39347
4,939;-2,3416;-12,20601;1,35516
4,9408;-1,89387;-12,0863;1,23305
4,9429;-1,68078;-11,8756;1,16841
4,9445;-1,35277;-11,72476;1,03433
4,9467;-1,22108;-11,66012;0,97447
4,9496;-0,97686;-11,55238;0,838
4,9544;-0,52913;-11,36562;0,58181
4,9544;-0,52913;-11,36562;0,58181
4,9552;-0,43097;-11,3321;0,50998
4,9576;-0,23943;-11,27225;0,3783
4,959;-0,17239;-11,24112;0,30886
4,9609;-0,02634;-11,19802;0,20351
4,9627;0,05507;-11,17887;0,1676
4,9712;0,24182;-11,17887;0,09817
4,9712;0,35675;-11,19084;0,05746
4,9712;0,41182;-11,19563;0,04789
4,9795;0,67279;-11,25309;0,11253
4,9796;0,67279;-11,25309;0,11253
4,9796;0,76377;-11,27225;0,14605
4,9796;0,94813;-11,32492;0,22746
4,9796;1,02954;-11,34407;0,2945
4,9827;1,21629;-11,39675;0,43815
4,9828;1,40544;-11,48534;0,5842
4,9853;1,49403;-11,52364;0,65364
4,9867;1,64008;-11,60505;0,75899
4,9883;1,73824;-11,708;0,84039
4,9938;1,80289;-11,92588;0,94813
4,9939;1,78852;-12,00489;0,96968
4,9945;1,78852;-12,00489;0,96968
4,9963;1,69515;-12,15573;0,9601
4,9981;1,56825;-12,2946;0,86912
5,0005;1,51558;-12,36164;0,80926
5,002;1,39586;-12,46699;0,65364
5,0042;1,22108;-12,55797;0,47407
5,0061;1,13249;-12,5867;0,39745
5,0079;0,98165;-12,62262;0,22506
5,0138;0,70631;-12,68247;-0,01676
5,0138;0,60096;-12,68247;-0,10056
5,0147;0,5028;-12,68487;-0,19394
5,0164;0,40703;-12,68008;-0,27295
5,0183;0,18196;-12,66571;-0,39027
5,0202;-0,02394;-12,56755;-0,54829
5,0224;-0,11732;-12,53163;-0,62251
5,0241;-0,30647;-12,43347;-0,73983
5,0267;-0,5028;-12,33291;-0,81884
5,0288;-0,59617;-12,26108;-0,84039
5,0344;-1,03672;-11,93307;-0,81645
5,0353;-1,03672;-11,93307;-0,81645
5,0353;-1,11813;-11,83969;-0,79969
5,0372;-1,28094;-11,6697;-0,73983
5,0398;-1,36953;-11,58111;-0,69195
5,0402;-1,5467;-11,39435;-0,60336
5,0429;-1,7143;-11,19084;-0,47885
5,0458;-1,79331;-11,08789;-0,41421
5,0462;-1,98964;-10,89634;-0,249
5,0481;-2,09978;-10,81015;-0,15563
5,0537;-2,47089;-10,48453;0,24661
5,0538;-2,47089;-10,48453;0,24661
5,0551;-2,54511;-10,4127;0,32802
5,0567;-2,74863;-10,28341;0,5028
5,0587;-2,90186;-10,19243;0,65603
5,0604;-2,97848;-10,1637;0,73025
5,0626;-3,0934;-10,14454;0,88109
5,0646;-3,10537;-10,13496;0,95771
5,0669;-3,10059;-10,11342;1,05588
5,0686;-3,13171;-10,11342;1,09897
5,0747;-3,27776;-10,18764;1,12052
